timestamp,city,temperature,precipitation,wind_speed,humidity,country,wetbulb_temperature,climate_region,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Total renewables - TWh,Total fossil fuels - TWh,Total energy - TWh,Low carbon - TWh,Other - TWh,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%)
2023-02-28 20:00:00,Maputo,24.2,0.0,10.2,83,Mozambique,71.54347992872897,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6880088827429218,1.439265448734444,4.666931194264016,0.37
2023-02-28 21:00:00,Maputo,23.7,0.0,8.6,84,Mozambique,70.91258603518067,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.685522952674709,1.4247526552375542,4.666931194264016,0.37
2023-02-28 22:00:00,Maputo,23.6,0.0,6.6,84,Mozambique,70.73790069135663,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6848079537333314,1.4208062113219952,4.666931194264016,0.37
2023-02-28 23:00:00,Maputo,23.5,0.0,4.6,84,Mozambique,70.56321531863972,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.684081383394446,1.4168909652660973,4.666931194264016,0.37
2023-03-01 00:00:00,Maputo,23.4,0.0,2.5,84,Mozambique,70.3885299169492,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6833432416519671,1.413006917083552,4.666931194264016,0.37
2023-03-01 01:00:00,Maputo,23.3,0.0,3.5,84,Mozambique,70.2138444862041,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6825935284997875,1.4091540667881062,4.666931194264016,0.37
2023-03-01 02:00:00,Maputo,23.1,0.0,4.4,85,Mozambique,70.10171504634015,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6821061949019307,1.4066973876777782,4.666931194264016,0.37
2023-03-01 03:00:00,Maputo,23.0,0.0,5.4,86,Mozambique,70.1631309313127,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6823737093049014,1.4080413753956118,4.666931194264016,0.37
2023-03-01 04:00:00,Maputo,22.6,0.0,5.5,88,Mozambique,69.92976899828945,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6813496270246366,1.4029551376144074,4.666931194264016,0.37
2023-03-01 05:00:00,Maputo,22.2,0.0,5.6,89,Mozambique,69.45645510515818,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6792091255697337,1.3928100150931244,4.666931194264016,0.37
2023-03-01 06:00:00,Maputo,21.8,0.0,5.8,91,Mozambique,69.21020818858541,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6780619102773278,1.387622479474424,4.666931194264016,0.37
2023-03-01 07:00:00,Maputo,23.4,0.0,5.0,84,Mozambique,70.3885299169492,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6833432416519671,1.413006917083552,4.666931194264016,0.37
2023-03-01 08:00:00,Maputo,25.0,0.0,4.3,78,Mozambique,71.69994755805061,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6886020587464277,1.4429277363455872,4.666931194264016,0.37
2023-03-01 09:00:00,Maputo,26.6,0.0,3.6,71,Mozambique,72.63670996224843,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.691959199498683,1.465377153053049,4.666931194264016,0.37
2023-03-01 10:00:00,Maputo,28.4,0.0,5.5,68,Mozambique,74.84589981254712,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6985587061233631,1.5218730083638206,4.666931194264016,0.37
2023-03-01 11:00:00,Maputo,30.3,0.0,7.4,65,Mozambique,77.14846810536481,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.703467477422589,1.586067509160221,4.666931194264016,0.37
2023-03-01 12:00:00,Maputo,32.1,0.0,9.4,61,Mozambique,78.90093111444995,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.7058561439263529,1.6385580748658355,4.666931194264016,0.37
2023-03-01 13:00:00,Maputo,31.8,0.0,11.9,64,Mozambique,79.32175460642841,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.7062563381404312,1.651630298871995,4.666931194264016,0.37
2023-03-01 14:00:00,Maputo,31.5,0.0,14.4,66,Mozambique,79.42240004021596,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.7063420989478049,1.6547835215057471,4.666931194264016,0.37
2023-03-01 15:00:00,Maputo,31.2,0.0,16.9,68,Mozambique,79.50999462363913,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.706413612739938,1.6575362899204324,4.666931194264016,0.37
2023-03-01 16:00:00,Maputo,29.7,0.0,16.4,71,Mozambique,77.85206996550994,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.704566431747914,1.606764855012266,4.666931194264016,0.37
2023-03-01 17:00:00,Maputo,28.2,0.0,16.0,75,Mozambique,76.40253210275802,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.7020973941195814,1.5646775919082647,4.666931194264016,0.37
2023-03-01 18:00:00,Maputo,26.7,0.0,15.5,79,Mozambique,74.87810741059025,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6986412325610656,1.5227335603575276,4.666931194264016,0.37
2023-03-01 19:00:00,Maputo,25.8,0.0,14.3,82,Mozambique,74.08083591542385,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6964827121960282,1.5017431464567528,4.666931194264016,0.37
2023-03-01 20:00:00,Maputo,25.0,0.0,13.1,85,Mozambique,73.429309439639,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.694539810442111,1.4850724171378742,4.666931194264016,0.37
2023-03-01 21:00:00,Maputo,24.1,0.0,11.9,88,Mozambique,72.57662490367798,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6917538557040546,1.4639102931063306,4.666931194264016,0.37
2023-03-01 22:00:00,Maputo,23.7,0.0,13.8,89,Mozambique,72.10975186515397,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6901116470818622,1.452638261822473,4.666931194264016,0.37
2023-03-01 23:00:00,Maputo,23.4,0.07,15.7,91,Mozambique,72.05388088680628,Savana,2.191185175067158e-06,2.191185175067158e-06,1394.390565951828,0.0,308558.7123799117,0.0,63145.97277238992,0.0,0.0,312144.2881209306,66731.5485134089,378875.8366343396,312144.2881209306,0.0,1.6899095854854815,1.4513042612538651,4.666931194264016,0.37
